page_id,text_id,title,original_title,full_bibliographic_entry,year,publisher,location,language,page_count,clean_content,categories,main_category,time_period
5109,36097,''',2017,"'''[2017]: E-Kutub Ltd, Landan [London]'''\n\n""Risālah min imraÊ¾ah majhūlah"" [Brief einer Unbekannten] in Maḥmūd Qāsim [Mahmoud Kassem]. ''MawsūÊ¿at al-aflām al-Ê¿arabiyyah: 1927-2017. Al-JuzÊ¾ al-awwal'' [Arabic Movies Encyclopaedia: 1927-2018.",2017.0,Risālah min imraÊ¾ah majhūlah,London,Arabic,545.0,"'''[2017]: E-Kutub Ltd, Landan [London]'''\n\n""Risālah min imraÊ¾ah majhūlah"" [Brief einer Unbekannten] in Maḥmūd Qāsim [Mahmoud Kassem]. ''MawsūÊ¿at al-aflām al-Ê¿arabiyyah: 1927-2017. Al-JuzÊ¾ al-awwal'' [Arabic Movies Encyclopaedia: 1927-2018. Part One]. 1st edition. 545p., pp. 509-510\n\nThis is a film review of the Egyptian film drama ''Risālah min imraÊ¾ah majhūlah'' [Brief einer Unbekannten] (1962), produced by Ramsīs Najīb, directed by á¹¢alāḥ Abū Sayf, script by Fatḥī Zaki and Wafīya Khayrī, music by Andre Ryder, and starring Farīd al-Aṭrash, Lubnā 'Abd al-'Azīz, Amīnah Rizq, and Mārī Munīb. \n\nSee: ""Risālah min imraÊ¾ah majhūlah"" <http://zweig.fredonia.edu/index.php?title=Ris%C4%81lah_min_imra%27ah_majh%C5%ABlah>\n\n\n\n",Secondary Literature / Authors (Arabic),Secondary Literature,Contemporary (after 2000)
5290,37316,R.,,R.,,,,,,R.,,,
5288,37317,"""Stefan Zweig pri Romain Rolland""",Stefan Zweig about Romain Rolland,"""Stefan Zweig pri Romain Rolland"" [Stefan Zweig about Romain Rolland] in ''Esperanto. Oficiala organo de Universala Esperanto-Asocio'' [Esperanto. Official Organ of the Universal Esperanto Association] [Rotterdam], Vol. 26, No. 353-364 [March 1930],",1930.0,"""Stefan Zweig pri Romain Rolland"" [Stefan Zweig about Romain Rolland] in ''Esperanto. Oficiala organo de Universala Esperanto-Asocio'' [Esperanto. Official Organ of the Universal Esperanto Association] [Rotterdam]",,,,"""Stefan Zweig pri Romain Rolland"" [Stefan Zweig about Romain Rolland] in ''Esperanto. Oficiala organo de Universala Esperanto-Asocio'' [Esperanto. Official Organ of the Universal Esperanto Association] [Rotterdam], Vol. 26, No. 353-364 [March 1930], pp. 51-52\n\n\n",Secondary Literature / Authors (Esperanto),Secondary Literature,During Lifetime (1881-1942)
5292,37319,R. / Full name unknown,,R. / Full name unknown,,,,,,R. / Full name unknown,,,
540,2137,Buchmendel. F 7,Buchmendel. F 7,"[Buchmendel. F 7] in Novelle [9], pp. 307-333\n\n",,[Buchmendel. F 7] in Novelle [9],,,,"[Buchmendel. F 7] in Novelle [9], pp. 307-333\n\n",Fiction / Individual Stories (Estonian),Fiction,
4969,35318,''',2014,"'''[2014]: Uitgeverij Florivallis, Amersfoort'''\n\n''Erasmus in crisistijd: Stefan Zweig en zijn Triumph und Tragik des Erasmus von Rotterdam'' [Erasmus in a Time of Crisis. Stefan Zweig and His Triumph und Tragik des Erasmus von Rotterdam]. 54p. Il",2014.0,'''[2014]: Uitgeverij Florivallis,Erasmus in crisistijd,,54.0,"'''[2014]: Uitgeverij Florivallis, Amersfoort'''\n\n''Erasmus in crisistijd: Stefan Zweig en zijn Triumph und Tragik des Erasmus von Rotterdam'' [Erasmus in a Time of Crisis. Stefan Zweig and His Triumph und Tragik des Erasmus von Rotterdam]. 54p. Illustrations, portraits\n\nThis is the text of an inaugural speech given at Erasmus Universiteit Rotterdam\n\n\n\n",Secondary Literature / Authors (Dutch),Secondary Literature,Contemporary (after 2000)
7016,52682,"""1942 images seconde"" in Stefan Zweig / Magazine Littéraire","Paris, 2012","""1942 images seconde"" in Stefan Zweig / Magazine Littéraire [Paris, 2012], 1. Un esprit protéiforme, No. 3, pp. 25-32 \n\n\n",1942.0,"""1942 images seconde"" in Stefan Zweig / Magazine Littéraire [Paris",Paris,French,,"""1942 images seconde"" in Stefan Zweig / Magazine Littéraire [Paris, 2012], 1. Un esprit protéiforme, No. 3, pp. 25-32 \n\n\n",Secondary Literature / Authors (French),Secondary Literature,During Lifetime (1881-1942)
604,38242,"""Rachel Arraigns with God""",Rahel rechtet mit Gott,"""Rachel Arraigns with God"" [Rahel rechtet mit Gott] in\n\nJewish Legends [New York 1987], No. 3, pp. (145)-164\nKaleidoscope Two [London et al. 1951], No. 8, pp. 231-246\n\n\n",1987.0,"""Rachel Arraigns with God"" [Rahel rechtet mit Gott] in\n\nJewish Legends [New York",New York,English,,"""Rachel Arraigns with God"" [Rahel rechtet mit Gott] in\n\nJewish Legends [New York 1987], No. 3, pp. (145)-164\nKaleidoscope Two [London et al. 1951], No. 8, pp. 231-246\n\n\n",Fiction / Individual Stories (English),Fiction,Late 20th Century (1981-2000)
715,58630,"""Rachel contre Dieu""",Rahel rechtet mit Gott. Translation by Alzir Hella,"""Rachel contre Dieu"" [Rahel rechtet mit Gott. Translation by Alzir Hella] in:\n\nLe Chandelier enterré. Légende [Paris, 1937], No. 2, p . (159)-(184)\nLe Chandelier enterré. Légende [Paris, 1983 / Cahiers Rouges], No. 3, pp. (159)-182\nLe Chandelier",1937.0,"""Rachel contre Dieu"" [Rahel rechtet mit Gott. Translation by Alzir Hella] in:\n\nLe Chandelier enterré. Légende [Paris",Paris,French,,"""Rachel contre Dieu"" [Rahel rechtet mit Gott. Translation by Alzir Hella] in:\n\nLe Chandelier enterré. Légende [Paris, 1937], No. 2, p . (159)-(184)\nLe Chandelier enterré. Légende [Paris, 1983 / Cahiers Rouges], No. 3, pp. (159)-182\nLe Chandelier enterré. Légende [Paris, 1999], No. 1, pp. (7)-(25)\nLe Chandelier enterré. Légende [Paris, 2004 / Cahiers Rouges], No. 3, pp. (131)-151\nRomans et nouvelles [Paris, 1991], No. 20, pp. (683)-699. Annotations, p. 1181 [Revised translation by Brigitte Vergne-Cain and Gérard Rudent]\nRomans, nouvelles et récits [Paris, 2013]"" [ ""Rachel dispute avec Dieu""], Vol. 1, No. 33, pp. (887)-902. Commentary, pp. 1406-1407. Annotations, p, 1407\n\n\n",Fiction / Individual Stories (French),Fiction,During Lifetime (1881-1942)
7563,61115,'''See:''' Rahel rechtet mit Gott (VIST)\n\n,,'''See:''' Rahel rechtet mit Gott (VIST)\n\n,,,See,German,,'''See:''' Rahel rechtet mit Gott (VIST)\n\n,Fiction / Individual Stories (German),Fiction,
5480,42018,"""Rachel sreshtu Boga""",Rahel rechtet mit Gott,"""Rachel sreshtu Boga"" [Rahel rechtet mit Gott] in Zakopanijat sveshtnik. Legendi [Sofija, 1946], No. 2, pp. 121-140. Translated by Dimitŭr Simidov\n\n'''See:''' Rachil sŭdi Boga\n\n\n",1946.0,"""Rachel sreshtu Boga"" [Rahel rechtet mit Gott] in Zakopanijat sveshtnik. Legendi [Sofija",See,,,"""Rachel sreshtu Boga"" [Rahel rechtet mit Gott] in Zakopanijat sveshtnik. Legendi [Sofija, 1946], No. 2, pp. 121-140. Translated by Dimitŭr Simidov\n\n'''See:''' Rachil sŭdi Boga\n\n\n",Fiction / Individual Stories (Bulgarian),Fiction,Post-WWII (1943-1980)
5389,42287,"""Racheler abhijog""",Rahel rechtet mit Gott,"""Racheler abhijog"" [Rahel rechtet mit Gott] in Galpa sangraha [Calcutta (Kolkata), 1960-1961], Vol. 1 [1960], No. 3, pp. 36-53\n\n\n",1960.0,"""Racheler abhijog"" [Rahel rechtet mit Gott] in Galpa sangraha [Calcutta (Kolkata)",,,,"""Racheler abhijog"" [Rahel rechtet mit Gott] in Galpa sangraha [Calcutta (Kolkata), 1960-1961], Vol. 1 [1960], No. 3, pp. 36-53\n\n\n",Fiction / Individual Stories (Bengali),Fiction,Post-WWII (1943-1980)
5476,42017,"""Rachil sŭdi Boga""",Rahel rechtet mit Gott,"""Rachil sŭdi Boga"" [Rahel rechtet mit Gott] in Tri legendi [Sofija, 1998], No. 2, pp. 116-157. Translated by V. Likolova\n\n'''See:''' Rachel sreshtu Boga\n\n\n",1998.0,"""Rachil sŭdi Boga"" [Rahel rechtet mit Gott] in Tri legendi [Sofija",See,,,"""Rachil sŭdi Boga"" [Rahel rechtet mit Gott] in Tri legendi [Sofija, 1998], No. 2, pp. 116-157. Translated by V. Likolova\n\n'''See:''' Rachel sreshtu Boga\n\n\n",Fiction / Individual Stories (Bulgarian),Fiction,Late 20th Century (1981-2000)
2955,52741,"""Radio-Address to American Schoolchildren"" in Stefan Zweig - Abschied von Europa","Wien, 2014","""Radio-Address to American Schoolchildren"" in Stefan Zweig - Abschied von Europa [Wien, 2014], No. 20, pp. 273-274. This radio-address was delivered in New York in April 1939. It was found among Stefan Zweig's literary remains in Bath, England. It is",2014.0,"""Radio-Address to American Schoolchildren"" in Stefan Zweig - Abschied von Europa [Wien",Wien,English,,"""Radio-Address to American Schoolchildren"" in Stefan Zweig - Abschied von Europa [Wien, 2014], No. 20, pp. 273-274. This radio-address was delivered in New York in April 1939. It was found among Stefan Zweig's literary remains in Bath, England. It is printed in German as ""Liebe junge Freunde"" in Stefan Zweig. Kapuzinerberg 5. Ein Salzburger Lesebuch [Salzburg, 1992], No. 2, pp. 9-11\n\n",Essays / Individual Essays (English),Essays,Contemporary (after 2000)
3802,27516,'''See:''' Kindlers Literatur-Lexikon.,1988-1992,"'''See:''' Kindlers Literatur-Lexikon. [1988-1992]: Kindlers Neues Literatur-Lexikon, Vol. 17; Kluge, Manfred\n\n\n",1988.0,'''See:''' Kindlers Literatur-Lexikon. [1988-1992]: Kindlers Neues Literatur-Lexikon,See,German,,"'''See:''' Kindlers Literatur-Lexikon. [1988-1992]: Kindlers Neues Literatur-Lexikon, Vol. 17; Kluge, Manfred\n\n\n",Secondary Literature / Authors (German),Secondary Literature,Late 20th Century (1981-2000)
4337,31325,Raffī: li-mutÊ¿at al-qirāÊ¾ah,,Raffī: li-mutÊ¿at al-qirāÊ¾ah,,,,,,Raffī: li-mutÊ¿at al-qirāÊ¾ah,,,
4296,31459,"""Raffī: li-mutÊ¿at al-qirāÊ¾ah""",My Bookshelf. For the Pleasure of Reading,"""Raffī: li-mutÊ¿at al-qirāÊ¾ah"" [My Bookshelf. For the Pleasure of Reading] is an Arabic blog about Zweig's works. ""Raffī"" provides short descriptions of seventeen Arabic translations of Stefan Zweig's works, plus entire reviews of three of them. Se",,"""Raffī: li-mutÊ¿at al-qirāÊ¾ah"" [My Bookshelf. For the Pleasure of Reading] is an Arabic blog about Zweig's works. ""Raffī"" provides short descriptions of seventeen Arabic translations of Stefan Zweig's works",See,Arabic,,"""Raffī: li-mutÊ¿at al-qirāÊ¾ah"" [My Bookshelf. For the Pleasure of Reading] is an Arabic blog about Zweig's works. ""Raffī"" provides short descriptions of seventeen Arabic translations of Stefan Zweig's works, plus entire reviews of three of them. See:\n\nhttp://raffy.ws/author/2495/%D8%B3%D8%AA%D9%8A%D9%81%D8%A7%D9%86-%D8%B2%D9%81%D8%A7%D9%8A%D8%BA\n\n",Secondary Literature / Titles (Arabic),Secondary Literature,
7562,61113,Rahel rechtet mit Gott (VIST),,Rahel rechtet mit Gott (VIST),,,,,,Rahel rechtet mit Gott (VIST),,,
277,58624,''',1930,"'''[1930]: Aldus Verlag, Berlin'''\n\n'''Rahel rechtet mit Gott. Legende''. (40)p. 2 woodcuts by Walter Preißer. There are two printings of this work which differ solely in their impressum data: 1. ""Die Auflage beträgt 370 Exemplare. Den Mitgliedern",1930.0,Rahel rechtet mit Gott,Berlin,German,,"'''[1930]: Aldus Verlag, Berlin'''\n\n'''Rahel rechtet mit Gott. Legende''. (40)p. 2 woodcuts by Walter Preißer. There are two printings of this work which differ solely in their impressum data: 1. ""Die Auflage beträgt 370 Exemplare. Den Mitgliedern und Freunden der Soncino-Gesellschaft zur Jahresversammlung 1930 gewidmet von Leo Heskel. Die Holzschnitte stiftete Gotthard Laske"". 2. ""Die Auflage beträgt 370 Exemplare, von denen 170 den Mitgliedern des Berliner Bibliophilen-Abends zur Feier des 25jährigen Bestehens gewidmet sind von der Soncino-Gesellschaft der Freunde des jüdischen Buches'"". '''See:''' Rahel rechtet mit Gott\n\n",Fiction / Volumes (German),Fiction,During Lifetime (1881-1942)
38,50627,''',1990,"'''[1990]: S. Fischer Verlag, Frankfurt am Main'''\n\n''Rahel rechtet mit Gott. Legenden''. Edited with an afterword by Knut Beck. 208/(2)p. 1,500 copies\n\n'''Contents:'''\n\nDie Legende der dritten Taube, pp. 7-(11)\nDie Augen des ewigen Bruders, p",1990.0,Rahel rechtet mit Gott,Frankfurt,German,208,"'''[1990]: S. Fischer Verlag, Frankfurt am Main'''\n\n''Rahel rechtet mit Gott. Legenden''. Edited with an afterword by Knut Beck. 208/(2)p. 1,500 copies\n\n'''Contents:'''\n\nDie Legende der dritten Taube, pp. 7-(11)\nDie Augen des ewigen Bruders, pp. 12-(55)\nRahel rechtet mit Gott, pp. (56)-(73)\nDer begrabene Leuchter, pp. (74)-(191)\nNachbemerkung des Herausgebers [Knut Beck], pp. (193)-(209)\nBibliographischer Nachweis, p. (210)\n\n\n'''Fischer Editions/Reprints'''\n#. S. Fischer Verlag [Gesammelte Werke in Einzelbänden]\n#*1st edition. 1,500 copies. 208/(2)p. 1990\n#*2nd edition. 1,000 copies. 2002\n#*3rd edition. 1,000 copies. 2007\n#Kassette VI: Stefan Zweig - Ein großer Europäer: Erzähler - Essayist - Dramatiker, No. 5\n#*1st edition. 1,000 Expl. 1990\n\n\n\n",Collected and Selected Works; Fiction / Volumes (German),Collected and Selected Works,Late 20th Century (1981-2000)
4145,30310,''',1972,"'''[1972]: Universität Salzburg, Salzburg'''\n\n''Das Novellenwerk Stefan Zweigs aus tiefenpsychologischer Sicht: mit besonderer Berichtsichtigung der Psychoanalyse Sigmund Freuds''. 246p. PhD dissertation, Universität Salzburg\n\n\n'''[1981]: Wallst",1972.0,Die deutsche Literatur des 20,Salzburg,German,246.0,"'''[1972]: Universität Salzburg, Salzburg'''\n\n''Das Novellenwerk Stefan Zweigs aus tiefenpsychologischer Sicht: mit besonderer Berichtsichtigung der Psychoanalyse Sigmund Freuds''. 246p. PhD dissertation, Universität Salzburg\n\n\n'''[1981]: Wallstein Verlag, Göttingen'''\n\n""Die deutsche Literatur des 20. Jahrhunderts in Iran"" in ''die horen. Zeitschrift für Literatur, Kunst und Kritik'' [Göttingen], 123 [1981], pp. 141-148. According to Rahnema (pp. 143-144), nearly the entire oeuvre of Stefan Zweig was translated into Persian between 1945 and 1955\n\n\n",Secondary Literature / Authors (German),Secondary Literature,Post-WWII (1943-1980)
4146,30307,"Rahnema, Touradj / Rāhnamā, Tūraj",,"Rahnema, Touradj / Rāhnamā, Tūraj",,Rahnema,,,,"Rahnema, Touradj / Rāhnamā, Tūraj",,,
4147,30308,"Rahnema, Touradj / Rāhnamā, Tūraj",,"Rahnema, Touradj / Rāhnamā, Tūraj",,Rahnema,,,,"Rahnema, Touradj / Rāhnamā, Tūraj",,,
4148,30306,"Rahnema, Touradj / Rāhnamā, Tūraj",,"Rahnema, Touradj / Rāhnamā, Tūraj",,Rahnema,,,,"Rahnema, Touradj / Rāhnamā, Tūraj",,,
6091,41969,''',s.a.,"'''[s.a.]: Shri Y. D. Sharma, Sasta Sahitya Prakashan, Maliwada, Delhi'''\n\n''Raj Neta. Joseph Fouché '' [Joseph Fouché. Bildnis eines politischen Menschen]. Translated by C. D. Pandey. ?p.\n\n",,'''[s.a.]: Shri Y. D. Sharma,,Hindi,,"'''[s.a.]: Shri Y. D. Sharma, Sasta Sahitya Prakashan, Maliwada, Delhi'''\n\n''Raj Neta. Joseph Fouché '' [Joseph Fouché. Bildnis eines politischen Menschen]. Translated by C. D. Pandey. ?p.\n\n",Historical Studies / Volumes (Hindi),Historical Studies,
3590,41330,''',1954,"'''[1954]: Byānāji, Kalikātā [Kolkata (Calcutta)]\n\n''Rajasuja'' [Schachnovelle]. Translated by Shantiranjan Benerji. 121/(1)p.\n\n\n\n",1954.0,'''[1954]: Byānāji,,,121,"'''[1954]: Byānāji, Kalikātā [Kolkata (Calcutta)]\n\n''Rajasuja'' [Schachnovelle]. Translated by Shantiranjan Benerji. 121/(1)p.\n\n\n\n",Fiction / Volumes (Bengali); Fiction / Individual Stories (Bengali),Fiction,Post-WWII (1943-1980)
6465,47309,"'''Norwegian/Bokmål'''\n\n""Rakel går i rette med Gud""",Rahel rechtet mit Gott,"'''Norwegian/Bokmål'''\n\n""Rakel går i rette med Gud"" [Rahel rechtet mit Gott] in Stefan Zweig Legender [Oslo, 1969], No. 1, pp.\n\n\n",1969.0,"'''Norwegian/Bokmål'''\n\n""Rakel går i rette med Gud"" [Rahel rechtet mit Gott] in Stefan Zweig Legender [Oslo",,,,"'''Norwegian/Bokmål'''\n\n""Rakel går i rette med Gud"" [Rahel rechtet mit Gott] in Stefan Zweig Legender [Oslo, 1969], No. 1, pp.\n\n\n",Fiction / Individual Stories (Norwegian),Fiction,Post-WWII (1943-1980)
3222,21191,"Blaeulich, Max. ""Drei unbekannte Briefe Stefan Zweigs an Karl Ramoser"" in ''Salzburg Archiv''","Schriften des Vereines ""Freunde der Salzburger Geschichte"", Salzburg","Blaeulich, Max. ""Drei unbekannte Briefe Stefan Zweigs an Karl Ramoser"" in ''Salzburg Archiv'' [Schriften des Vereines ""Freunde der Salzburger Geschichte"", Salzburg], No. 6 [1988], pp. 107-112. Stefan Zweig to Karl Ramoser, 21 August 1912, p. 109; 3 J",1988.0,Blaeulich,Salzburg,German,,"Blaeulich, Max. ""Drei unbekannte Briefe Stefan Zweigs an Karl Ramoser"" in ''Salzburg Archiv'' [Schriften des Vereines ""Freunde der Salzburger Geschichte"", Salzburg], No. 6 [1988], pp. 107-112. Stefan Zweig to Karl Ramoser, 21 August 1912, p. 109; 3 July 1913, pp. 109-110; 27 February 1914, p. 111\n\n",Correspondence / Individual Letters (German),Correspondence,Late 20th Century (1981-2000)
5853,40684,"""Pour Ramuz""",Pour Ramuz,"""Pour Ramuz"" [Pour Ramuz] in:\n\n''Hoy'' [Santiago de Chile], 9:427 [21 January 1940], pp. (57)-(58) [Translator not indicated]. Here entitled: ""La curiosa personalidad de un gran escritor suizo, voluntariamente desconocido: C. F. Ramuz""\nEl legado d",1940.0,"La curiosa personalidad de un gran escritor suizo, voluntariamente desconocido: C. F. Ramuz",Frankfurt,Spanish,,"""Pour Ramuz"" [Pour Ramuz] in:\n\n''Hoy'' [Santiago de Chile], 9:427 [21 January 1940], pp. (57)-(58) [Translator not indicated]. Here entitled: ""La curiosa personalidad de un gran escritor suizo, voluntariamente desconocido: C. F. Ramuz""\nEl legado de Europa [Barcelona, 2003], No. 7, pp. 129-133 [Translated by Claudio Gancho]. Here entitled"" ""Pour Ramuz""\n\n\n'''See:''' Europäisches Erbe [Frankfurt am Main, 1960], No. 7, pp. (122)-126\n\n\n",Essays / Individual Essays (Spanish),Essays,During Lifetime (1881-1942)
7195,55045,"""Pour Ramuz!"" in ''Hommage Ã Ramuz. Pour son soixantième anniversaire''. 140p. Illustrated. The texts in this volume are in French, German, and Italian. Lausanne: V. Porchet & Cie., 1938, pp. 63-68\n\n'''Reprinted in:''' \n\nEssays. Auswahl 1929-1942","Leipzig, 1990","""Pour Ramuz!"" in ''Hommage Ã Ramuz. Pour son soixantième anniversaire''. 140p. Illustrated. The texts in this volume are in French, German, and Italian. Lausanne: V. Porchet & Cie., 1938, pp. 63-68\n\n'''Reprinted in:''' \n\nEssays. Auswahl 1929-1942",1938.0,"""Pour Ramuz!"" in ''Hommage Ã Ramuz. Pour son soixantième anniversaire''. 140p. Illustrated. The texts in this volume are in French",Leipzig,German,140.0,"""Pour Ramuz!"" in ''Hommage Ã Ramuz. Pour son soixantième anniversaire''. 140p. Illustrated. The texts in this volume are in French, German, and Italian. Lausanne: V. Porchet & Cie., 1938, pp. 63-68\n\n'''Reprinted in:''' \n\nEssays. Auswahl 1929-1942 [Leipzig, 1990], No. 15, pp. 439-443\n\nEuropäisches Erbe [Frankfurt am Main, 1960], No. 7, pp. (122)-126\n\nDas Geheimnis des künstlerischen Schaffens. Essays [Frankfurt am Main, 1984/2007], No. 31, pp. 339-(343)\n\n\n'''Translation:'''\n\n'''Bulgarian:''' ""Pour Ramuz!"" in Evropeĭskata misÅ­l [Varna, 1985], No. 17, pp. 242-245\n\n'''French:''' ""Pour Ramuz!"" in [1]. Hommes et destins [Paris, 1999 and 2000]: [1999], No. 7, pp. 59-(64); [2000], No. 7, pp. 55-(60) [Le Livre de Poche, 14918]. [2]. Stefan Zweig. L'oeuvre romanesque [Paris, 1998-1999], Vol. 6, No. 7, pp. 59-(64)\n\n'''Hungarian:''' ""Charles Ferdinand Ramuz"" in Arcképek [Budapest, 1965], No. 14, pp. 110-114\n\n'''Spanish:''' ""La curiosa personalidad de un gran escritor suizo, voluntariamente desconocido: C. F. Ramuz"" in ''Hoy'' [Santiago de Chile], 21 January 1940, pp. (57)-(58) // ""Pour Ramuz!"" in [1]. Legado de Europa [Barcelona, 1968], No. 8, pp. (106)-109. [2]. El legado de Europa [Barcelona, 2003], No. 7, pp. 129-133\n\n\n",Essays / Individual Essays (German),Essays,During Lifetime (1881-1942)
6216,43935,"""Rang yake lusao zhu 'Aimier: Lun jiaoyu' Zongheban Daoyan""","Rousseau, der Erzieher zur neuen Gesellschaft","""Rang yake lusao zhu 'Aimier: Lun jiaoyu' Zongheban Daoyan"" [Rousseau, der Erzieher zur neuen Gesellschaft] in:\n\nCiweige sanwen [Beijing, 2008], No. 10, pp. 70-76\n\n\n'''See also:''' Rousseau, Jean-Jacques [Emil oder Über die Erziehung]\n\n\n\n",2008.0,"""Rang yake lusao zhu 'Aimier: Lun jiaoyu' Zongheban Daoyan"" [Rousseau",Aimier,Chinese,,"""Rang yake lusao zhu 'Aimier: Lun jiaoyu' Zongheban Daoyan"" [Rousseau, der Erzieher zur neuen Gesellschaft] in:\n\nCiweige sanwen [Beijing, 2008], No. 10, pp. 70-76\n\n\n'''See also:''' Rousseau, Jean-Jacques [Emil oder Über die Erziehung]\n\n\n\n",Essays / Individual Essays (Chinese),Essays,Contemporary (after 2000)
5489,49081,"""Raquel pledeja amb Déu""",Rahel rechtet mit Gott,"""Raquel pledeja amb Déu"" [Rahel rechtet mit Gott] in Els Ulls del germÃ etern et al. [Barcelona, 1984], No. 2, pp. 77-99. Translated by Carme Gala Fernández\n\n\n",1984.0,"""Raquel pledeja amb Déu"" [Rahel rechtet mit Gott] in Els Ulls del germÃ etern et al. [Barcelona",,,,"""Raquel pledeja amb Déu"" [Rahel rechtet mit Gott] in Els Ulls del germÃ etern et al. [Barcelona, 1984], No. 2, pp. 77-99. Translated by Carme Gala Fernández\n\n\n",Fiction / Individual Stories (Catalan),Fiction,Late 20th Century (1981-2000)
4812,34367,"""RasāÊ¾il al-kātib Tsfāygh istiÊ¿rāá¸ li-ḥiqbah tārīkhiyyah""",The Letters of the Writer Zweig - a Review of an Historical Epoch. Translated from the French by Dallāl Ibrāhīm,"""RasāÊ¾il al-kātib Tsfāygh istiÊ¿rāá¸ li-ḥiqbah tārīkhiyyah"" [The Letters of the Writer Zweig - a Review of an Historical Epoch. Translated from the French by Dallāl Ibrāhīm] in ''Al-Thawrah ūnlāyn'' [Thawra on Line] ['The Revolution' Online",2014.0,"""RasāÊ¾il al-kātib Tsfāygh istiÊ¿rāá¸ li-ḥiqbah tārīkhiyyah"" [The Letters of the Writer Zweig - a Review of an Historical Epoch. Translated from the French by Dallāl Ibrāhīm] in ''Al-Thawrah ūnlāyn'' [Thawra on Line] ['The Revolution' Online] [Damascus]",Paris,Arabic,636,"""RasāÊ¾il al-kātib Tsfāygh istiÊ¿rāá¸ li-ḥiqbah tārīkhiyyah"" [The Letters of the Writer Zweig - a Review of an Historical Epoch. Translated from the French by Dallāl Ibrāhīm] in ''Al-Thawrah ūnlāyn'' [Thawra on Line] ['The Revolution' Online] [Damascus], 9 April 2014. ''Al-Thawrah ūnlāyn'' [Thawra on Line / The Revolution Online] is the electronic edition of the Damascene daily ''Al-Thawrah'' [The Revolution]\n\nPublished online:\n\nhttp://www.thawraonline.sy/index.php/cultureandarts-list/38276-2014-04-09-11-35-46\n\nThis is a review of the French translations of Stefan Zweig's correspondence with Romain Rolland and with Klaus Mann:\n\n'''[1]'''. ''Romain Rolland - Stefan Zweig. Correspondance 1910-1919''. Edited with an introduction and annotations by Jean-Yves Brancy. Translation of the German letters by Siegrun Barat. 636/(4)p. Paris: Ã‰ditions Albin Michel, 2014\n\n'''[2]'''. ''Stefan Zweig - Klaus Mann. Correspondance 1925-1941''. Edited with annotations by Dominique Laure Miermont. Translated from the German with a preface by Corinna Gepner. 194/(3)p. Paris: Ã‰ditions Phébus, 2014\n\nThis is an anonymous translation of Thierry Clermont's review ""Correspondances de Stefan Zweig"" in ''Le Figaro'' [Paris], 27 March 2014, pp. ??\n\nSee: <http://www.lefigaro.fr/livres/2014/03/27/03005-20140327ARTFIG00008-correspondances-de-stefan-zweig.php> \n\n",Secondary Literature / Titles (Arabic),Secondary Literature,Contemporary (after 2000)
4815,34306,RasāÊ¾il al-kātib Tsfāygh istiÊ¿rāá¸ li-ḥiqbah tārīkhiyyah,,RasāÊ¾il al-kātib Tsfāygh istiÊ¿rāá¸ li-ḥiqbah tārīkhiyyah,,,,,,RasāÊ¾il al-kātib Tsfāygh istiÊ¿rāá¸ li-ḥiqbah tārīkhiyyah,,,
1709,6449,Der Krieg gegen die UdSSR soll der Ausweg aus der Krise werden,Der Krieg gegen die UdSSR soll der Ausweg aus der Krise werden,"[Der Krieg gegen die UdSSR soll der Ausweg aus der Krise werden] in Treāi program Hrvatskog radija [Zagreb. Edited by Stjepan čŒuiā], 46 [1994], pp. (215)-216 [Translated by Alka Å kiljan]\n\n",1994.0,[Der Krieg gegen die UdSSR soll der Ausweg aus der Krise werden] in Treāi program Hrvatskog radija [Zagreb. Edited by Stjepan čŒuiā],,,,"[Der Krieg gegen die UdSSR soll der Ausweg aus der Krise werden] in Treāi program Hrvatskog radija [Zagreb. Edited by Stjepan čŒuiā], 46 [1994], pp. (215)-216 [Translated by Alka Å kiljan]\n\n",Essays / Individual Essays (Croatian),Essays,Late 20th Century (1981-2000)
5878,40685,"""Walther Rathenau""","Zum Andenken Walther Rathenaus. Am Jahrestag seiner Ermordung, 24. Juni 1922","""Walther Rathenau"" [Zum Andenken Walther Rathenaus. Am Jahrestag seiner Ermordung, 24. Juni 1922] in El legado de Europa [Barcelona, 2003], No. 20, pp. 249-260 [Translated by Claudio Gancho]\n\n'''See:''' Europäisches Erbe [Frankfurt am Main, 1960],",1922.0,"""Walther Rathenau"" [Zum Andenken Walther Rathenaus. Am Jahrestag seiner Ermordung",Frankfurt,Spanish,,"""Walther Rathenau"" [Zum Andenken Walther Rathenaus. Am Jahrestag seiner Ermordung, 24. Juni 1922] in El legado de Europa [Barcelona, 2003], No. 20, pp. 249-260 [Translated by Claudio Gancho]\n\n'''See:''' Europäisches Erbe [Frankfurt am Main, 1960], No. 20, pp. (232)-243\n\n\n",Essays / Individual Essays (Spanish),Essays,During Lifetime (1881-1942)
2878,17173,"""Kultur und Nationalitätenkonflikt in Österreich 1918: davor/danach"" in Zweigs Theater",2013,"""Kultur und Nationalitätenkonflikt in Österreich 1918: davor/danach"" in Zweigs Theater [2013], No. 2, pp. 11-28\n\n",1918.0,"""Kultur und Nationalitätenkonflikt in Österreich",,German,,"""Kultur und Nationalitätenkonflikt in Österreich 1918: davor/danach"" in Zweigs Theater [2013], No. 2, pp. 11-28\n\n",Secondary Literature / Authors (German),Secondary Literature,During Lifetime (1881-1942)
